SPECTRUM - MS
20210126_ADHclean.RAW
FTMS + p NSI Full ms [1500.0000-15000.0000]
Scan #: 5-162
RT: 0.13-3.89
AV: 150
Data points: 51817
Mass	Intensity
2023.446004	2.885604
2023.494859	0.000000
2023.543715	0.000000
2023.592574	0.000000
2023.641434	0.000000
2024.374546	0.000000
2024.423434	0.000000
2024.472324	0.000000
2024.521216	0.000000
2024.570110	0.068427
2024.619005	1.958021
2024.667902	3.822513
2024.716801	5.017246
2024.765702	6.193572
2024.814604	6.879028
2024.863509	7.526469
2024.912415	7.161904
2024.961322	6.762955
2025.010232	5.449688
2025.059143	4.107943
2025.108056	2.009972
2025.156971	0.062668
2025.205888	1.777658
2025.254806	3.474595
2025.303727	4.694020
2025.352649	5.881121
2025.401572	6.215055
2025.450498	6.509498
2025.499425	5.762806
2025.548354	4.997417
2025.597285	3.739988
2025.646218	2.481800
2025.695152	1.204798
2025.744088	0.000000
2025.793026	0.000000
2025.841966	0.000000
2025.890907	0.000000
2026.625242	0.000000
2026.674212	0.000000
2026.723184	0.000000
2026.772157	0.000000
2026.821133	0.096586
2026.870110	2.648179
2026.919088	4.085910
2026.968069	4.558818
2027.017051	3.639365
2027.066035	1.854639
2027.115021	0.000000
2027.164009	0.000000
2027.212998	0.000000
2027.261989	0.052258
2027.310982	1.481195
2027.359977	3.435092
2027.408973	4.511449
2027.457972	4.018517
2027.506972	2.427050
2027.555973	0.000000
2027.604977	0.000000
2027.653982	0.000000
2027.702990	0.053978
2027.751999	1.511744
2027.801009	2.972156
2027.850022	4.500103
2027.899036	5.996208
2027.948052	6.663063
2027.997070	7.277070
2028.046089	6.516587
2028.095111	5.727937
2028.144134	4.207827
2028.193159	2.693019
2028.242186	1.317387
2028.291214	0.000000
2028.340244	0.000000
2028.389276	0.000000
2028.438310	0.000000
2031.285317	0.000000
2031.334456	0.000000
2031.383596	0.000000
2031.432739	0.000000
2031.481883	0.323388
2031.531029	9.078316
2031.580177	24.066344
2031.629326	33.694998
2031.678478	33.117927
2031.727631	22.749893
2031.776786	7.761844
2031.825942	0.031633
2031.875101	0.873117
2031.924261	1.923436
2031.973423	8.543955
2032.022587	22.042390
2032.071753	32.384964
2032.120920	37.275800
2032.170089	31.806848
2032.219260	19.162785
2032.268433	6.135395
2032.317607	2.774626
2032.366784	1.346979
2032.415962	0.000000
2032.465142	0.000000
2032.514323	0.140208
2032.563507	3.809298
2032.612692	7.455057
2032.661879	8.907227
2032.711068	7.077715
2032.760259	3.448473
2032.809451	0.000000
2032.858645	0.000000
2032.907841	0.000000
2032.957039	0.000000
2036.356002	0.000000
2036.405325	0.000000
2036.454650	0.000000
2036.503976	0.000000
2036.553305	0.072711
2036.602635	1.933282
2036.651967	3.534334
2036.701300	4.269709
2036.750636	3.532264
2036.799973	1.835095
2036.849312	0.057690
2036.898653	1.857351
2036.947996	11.397776
2036.997340	17.886671
2037.046687	19.725003
2037.096035	15.478688
2037.145385	7.897367
2037.194736	0.000000
2037.244090	0.000000
2037.293445	0.090526
2037.342802	2.375824
2037.392161	3.791869
2037.441522	4.487505
2037.490884	3.959581
2037.540248	2.401018
2037.589614	0.000000
2037.638982	0.000000
2037.688352	0.000000
2037.737723	0.000000
2037.787096	0.000000
2037.836471	0.000000
2037.885848	0.371476
2037.935227	9.862310
2037.984607	19.176568
2038.033989	24.066974
2038.083373	22.179613
2038.132759	14.923936
2038.182146	4.707281
2038.231536	0.000000
2038.280927	0.000000
2038.330320	0.000000
2038.379714	0.000000
2038.626715	0.000000
2038.676121	0.000000
2038.725528	0.000000
2038.774937	0.000000
2038.824348	0.084665
2038.873761	2.305960
2038.923175	6.152011
2038.972591	9.020802
2039.022009	9.573497
2039.071429	7.346659
2039.120851	2.242294
2039.170274	0.000000
2039.219700	0.000000
2039.269127	0.000000
2039.318556	0.000000
2042.584838	0.000000
2042.634387	0.000000
2042.683939	0.000000
2042.733492	0.000000
2042.783047	0.050939
2042.832603	1.351156
2042.882162	3.457207
2042.931722	4.744844
2042.981284	4.397844
2043.030848	2.815890
2043.080414	0.000000
2043.129981	0.000000
2043.179550	0.000000
2043.229121	0.000000
2043.328269	0.000000
2043.377846	0.000000
2043.427424	0.000000
2043.477004	0.000000
2043.526586	0.084882
2043.576170	2.167474
2043.625755	3.536160
2043.675343	4.218707
2043.724932	3.700904
2043.774523	2.176190
2043.824115	0.000000
2043.873710	0.000000
2043.923306	0.000000
2043.972905	0.000000
2044.022504	0.000000
2044.072106	0.000000
2044.121710	0.000000
2044.171315	0.000000
2044.220922	0.090964
2044.270531	2.302253
2044.320142	3.808549
2044.369755	6.970634
2044.419369	8.042551
2044.468986	6.951564
2044.518604	3.771414
2044.568223	1.903305
2044.617845	0.000000
2044.667469	0.051159
2044.717094	1.329739
2044.766721	2.602836
2044.816350	3.743322
2044.865980	4.856070
2044.915613	5.463919
2044.965247	9.864219
2045.014883	13.566405
2045.064521	15.682438
2045.114161	13.676248
2045.163802	8.790995
2045.213446	3.163237
2045.263091	0.208054
2045.312738	5.323080
2045.362387	10.194499
2045.412037	12.793015
2045.461690	11.151460
2045.511344	6.523775
2045.561000	1.888481
2045.610657	0.167611
2045.660317	4.253398
2045.709978	7.723821
2045.759642	9.260635
2045.809307	7.686441
2045.858974	4.201270
2045.908642	0.000000
2045.958313	0.067586
2046.007985	1.728681
2046.057659	3.510262
2046.107335	4.219687
2046.157013	3.294035
2046.206692	1.559027
2046.256373	2.067724
2046.306057	3.662625
2046.355741	4.539565
2046.405428	4.246839
2046.455117	2.949253
2046.504807	0.000000
2046.554499	0.000000
2046.604193	0.000000
2046.653889	0.000000
2047.449268	0.000000
2047.498994	0.000000
2047.548723	0.000000
2047.598453	0.000000
2047.648185	0.111728
2047.697919	2.772728
2047.747654	4.178435
2047.797392	4.730064
2047.847131	4.149197
2047.896872	2.695337
2047.946615	0.000000
2047.996360	0.000000
2048.046106	0.000000
2048.095855	0.000000
2048.145605	0.000000
2048.195357	0.000000
2048.245110	0.092783
2048.294866	2.338007
2048.344623	4.224213
2048.394382	4.789547
2048.444143	3.746408
2048.493906	1.962871
2048.543671	0.000000
2048.593437	0.000000
2048.643206	0.000000
2048.692976	0.000000
2049.041417	0.000000
2049.091202	0.000000
2049.140988	0.000000
2049.190776	0.000000
2049.240566	0.056872
2049.290358	1.654237
2049.340152	8.285603
2049.389947	13.269569
2049.439744	14.484989
2049.489544	10.885196
2049.539344	5.255638
2049.589147	2.328396
2049.638952	6.731099
2049.688758	10.529336
2049.738566	13.246843
2049.788376	13.184073
2049.838188	11.760507
2049.888002	8.078348
2049.937817	7.204092
2049.987634	6.925479
2050.037453	7.018930
2050.087274	6.006508
2050.137097	3.436152
2050.186922	1.680778
2050.236748	0.000000
2050.286576	0.000000
2050.336406	0.000000
2050.386238	0.000000
2050.635424	0.000000
2050.685267	0.000000
2050.735111	0.000000
2050.784958	0.000000
2050.834806	0.068718
2050.884656	1.729122
2050.934507	3.366742
2050.984361	4.475342
2051.034216	5.549793
2051.084074	5.832545
2051.133933	6.073388
2051.183794	5.343618
2051.233656	4.594598
2051.283521	3.400447
2051.333387	2.242654
2051.383255	1.925890
2051.433125	1.817842
2051.482997	6.488405
2051.532871	13.981247
2051.582746	19.191859
2051.632623	24.033851
2051.682502	29.204406
2051.732383	32.549111
2051.782266	30.451530
2051.832150	24.607865
2051.882037	17.787837
2051.931925	13.360198
2051.981815	14.973539
2052.031706	15.844319
2052.081600	16.342915
2052.131496	12.454657
2052.181393	5.345810
2052.231292	0.000000
2052.281193	0.354178
2052.331095	8.663988
2052.381000	13.648938
2052.430906	16.708362
2052.480814	16.215233
2052.530724	12.194907
2052.580636	5.855466
2052.630550	2.371035
2052.680465	0.000000
2052.730383	0.000000
2052.780302	0.000000
2052.830223	0.000000
2052.880145	0.000000
2052.930070	0.000000
2052.979996	0.117036
2053.029924	2.852347
2053.079854	4.338052
2053.129786	4.927339
2053.179720	4.319080
2053.229655	2.833072
2053.279593	0.000000
2053.329532	0.000000
2053.379473	0.000000
2053.429416	0.000000
2053.629205	0.000000
2053.679157	0.000000
2053.729110	0.000000
2053.779066	0.000000
2053.829023	0.070979
2053.878982	1.763066
2053.928943	3.780793
2053.978906	13.027007
2054.028871	18.605923
2054.078837	19.856719
2054.128806	16.279195
2054.178776	9.879202
2054.228748	4.868281
2054.278721	6.927289
2054.328697	9.183630
2054.378674	10.000905
2054.428654	9.395045
2054.478635	8.725652
2054.528618	6.939455
2054.578602	6.764255
2054.628589	6.545510
2054.678577	5.478038
2054.728567	7.615835
2054.778559	9.164449
2054.828553	9.039905
2054.878549	8.997258
2054.928546	7.185930
2054.978546	4.234974
2055.028547	2.022525
2055.078550	0.000000
2055.128554	0.000000
2055.178561	0.000000
2055.228569	0.000000
2056.129033	0.000000
2056.179076	0.000000
2056.229121	0.000000
2056.279168	0.000000
2056.329217	0.054094
2056.379267	1.329334
2056.429319	2.730127
2056.479373	6.971235
2056.529429	11.172569
2056.579487	14.471753
2056.629546	17.788425
2056.679608	21.467777
2056.729671	24.810237
2056.779736	26.447023
2056.829803	28.729689
2056.879872	25.352768
2056.929942	23.466095
2056.980015	19.562483
2057.030089	15.478181
2057.080165	11.164886
2057.130243	7.707640
2057.180322	5.217940
2057.230404	5.560633
2057.280487	5.410884
2057.330572	5.301623
2057.380659	6.071867
2057.430748	6.795392
2057.480839	6.467865
2057.530931	6.193913
2057.581025	7.112783
2057.631122	8.189330
2057.681220	12.730914
2057.731319	16.060194
2057.781421	18.204617
2057.831524	16.660756
2057.881630	11.647790
2057.931737	7.385369
2057.981846	13.376557
2058.031957	19.647004
2058.082069	21.576968
2058.132184	16.743470
2058.182300	8.993397
2058.232418	0.135334
2058.282538	3.761921
2058.332660	18.046139
2058.382783	29.999791
2058.432909	34.451872
2058.483036	28.839921
2058.533165	16.752132
2058.583296	2.316145
2058.633429	4.673191
2058.683563	11.717837
2058.733700	17.570665
2058.783838	18.233619
2058.833978	13.016930
2058.884120	5.797358
2058.934264	0.447563
2058.984409	10.733447
2059.034556	18.864652
2059.084706	22.281549
2059.134857	18.543499
2059.185010	10.276420
2059.235164	1.184532
2059.285321	0.056835
2059.335479	1.413757
2059.385640	3.752686
2059.435802	5.366296
2059.485965	5.021025
2059.536131	3.090161
2059.586299	1.328266
2059.636468	2.596685
2059.686639	3.751372
2059.736812	4.929035
2059.786987	6.616077
2059.837164	8.278336
2059.887343	9.475191
2059.937523	12.629198
2059.987705	16.305351
2060.037889	18.891997
2060.088075	16.683315
2060.138263	11.867014
2060.188452	7.059045
2060.238644	4.334064
2060.288837	2.103541
2060.339032	0.000000
2060.389229	0.000000
2060.439428	0.000000
2060.489628	0.000000
2060.640241	0.000000
2060.690449	0.000000
2060.740659	0.000000
2060.790870	0.000000
2060.841083	0.062075
2060.891299	1.497274
2060.941516	2.925103
2060.991735	4.188814
2061.041955	5.417909
2061.092178	5.880504
2061.142402	6.293196
2061.192629	5.602016
2061.242857	4.885598
2061.293087	3.611677
2061.343318	2.341055
2061.393552	1.144345
2061.443788	0.000000
2061.494025	0.000000
2061.544264	0.000000
2061.594505	0.000000
2062.700270	0.000000
2062.750554	0.000000
2062.800839	0.000000
2062.851126	0.000000
2062.901414	0.072718
2062.951705	2.693666
2063.001997	26.260978
2063.052291	46.185113
2063.102588	55.351242
2063.152885	46.910148
2063.203185	28.613658
2063.253487	12.143621
2063.303790	118.662582
2063.354096	307.384805
2063.404403	504.854973
2063.454712	545.561493
2063.505022	389.721965
2063.555335	176.236886
2063.605650	89.052320
2063.655966	340.873164
2063.706284	727.697364
2063.756604	1013.360056
2063.806926	904.026018
2063.857250	567.717976
2063.907575	240.627818
2063.957902	258.858730
2064.008232	690.987265
2064.058563	1148.646815
2064.108896	1351.380033
2064.159230	985.805993
2064.209567	520.545181
2064.259905	154.828429
2064.310245	277.025270
2064.360588	679.965040
2064.410932	1055.025233
2064.461277	1087.891041
2064.511625	706.619315
2064.561974	306.678134
2064.612326	118.367959
2064.662679	352.138497
2064.713034	677.712093
2064.763391	917.569545
2064.813749	818.150728
2064.864110	493.301429
2064.914472	200.071914
2064.964836	178.014568
2065.015202	400.375808
2065.065570	611.279104
2065.115940	662.765704
2065.166312	484.206133
2065.216685	252.149282
2065.267060	103.912481
2065.317437	135.654837
2065.367816	237.868603
2065.418197	306.409276
2065.468580	287.908962
2065.518964	192.844903
2065.569350	80.426766
2065.619739	24.020417
2065.670129	30.731454
2065.720520	44.575480
2065.770914	48.799392
2065.821310	39.863130
2065.871707	20.266255
2065.922106	1.600072
2065.972507	2.368976
2066.022910	4.613153
2066.073315	5.703149
2066.123722	4.585915
2066.174130	2.095272
2066.224540	0.000000
2066.274952	0.000000
2066.325366	0.000000
2066.375782	0.000000
2066.426200	0.000000
2066.476619	0.000000
2066.527041	0.000000
2066.577464	0.000000
2066.627889	0.081508
2066.678316	1.902339
2066.728745	3.636238
2066.779175	4.511223
2066.829608	3.723717
2066.880042	1.761529
2066.930478	0.000000
2066.980916	0.000000
2067.031356	0.000000
2067.081797	0.000000
2067.384486	0.000000
2067.434941	0.000000
2067.485397	0.000000
2067.535856	0.000000
2067.586316	0.090594
2067.636778	2.125959
2067.687241	4.278759
2067.737707	5.255438
2067.788175	4.318027
2067.838644	2.218826
2067.889115	0.000000
2067.939588	0.000000
2067.990063	0.000000
2068.040540	0.000000
2068.494914	0.000000
2068.545409	0.000000
2068.595906	0.000000
2068.646405	0.000000
2068.696906	0.047711
2068.747409	1.114655
2068.797913	2.196779
2068.848420	3.602366
2068.898928	5.007881
2068.949438	6.410796
2068.999950	7.763164
2069.050463	8.034989
2069.100979	8.245372
2069.151496	7.143498
2069.202016	6.016086
2069.252537	4.344189
2069.303060	2.777839
2069.353585	3.436450
2069.404111	3.934674
2069.454640	4.795287
2069.505170	4.166662
2069.555703	2.497036
2069.606237	0.000000
2069.656773	0.000000
2069.707310	0.000000
2069.757850	0.000000
2072.034051	0.000000
2072.084676	0.000000
2072.135303	0.000000
2072.185932	0.000000
2072.236562	0.103917
2072.287194	2.340346
2072.337829	3.810208
2072.388465	4.642812
2072.439103	4.381260
2072.489742	3.006956
2072.540384	0.000000
2072.591027	0.000000
2072.641673	0.000000
2072.692320	0.000000
2073.401575	0.000000
2073.452250	0.000000
2073.502927	0.000000
2073.553606	0.000000
2073.604286	0.089071
2073.654969	2.019994
2073.705653	3.609932
2073.756339	4.214663
2073.807027	3.294592
2073.857717	1.527142
2073.908409	0.000000
2073.959103	0.000000
2074.009798	0.000000
2074.060495	0.000000
2075.734550	0.000000
2075.785311	0.000000
2075.836073	0.000000
2075.886838	0.000000
2075.937604	0.116956
2075.988372	2.594724
2076.039142	4.158110
2076.089913	4.541540
2076.140687	3.533770
2076.191462	1.814787
2076.242240	0.000000
2076.293019	0.000000
2076.343800	0.000000
2076.394583	0.000000
2077.359813	0.000000
2077.410633	0.000000
2077.461455	0.000000
2077.512279	0.000000
2077.563105	0.070692
2077.613932	1.607500
2077.664762	3.451649
2077.715593	4.314698
2077.766426	3.644783
2077.817262	1.984296
2077.868099	0.000000
2077.918937	0.000000
2077.969778	0.000000
2078.020621	0.000000
2080.361398	0.000000
2080.412329	0.000000
2080.463261	0.000000
2080.514195	0.000000
2080.565131	0.096340
2080.616069	2.121836
2080.667009	3.666877
2080.717950	4.184677
2080.768894	3.521635
2080.819839	2.172733
2080.870786	0.000000
2080.921736	0.000000
2080.972687	0.000000
2081.023639	0.000000
2082.043089	0.000000
2082.094081	0.000000
2082.145075	0.000000
2082.196071	0.000000
2082.247069	0.087383
2082.298069	1.917344
2082.349070	3.587924
2082.400074	4.688516
2082.451079	4.290230
2082.502086	2.469153
2082.553095	0.000000
2082.604106	0.128047
2082.655119	2.765309
2082.706133	4.328255
2082.757150	4.599917
2082.808168	3.353171
2082.859189	1.451175
2082.910211	0.000000
2082.961235	0.147403
2083.012261	3.163379
2083.063288	4.648098
2083.114318	5.006296
2083.165350	4.113788
2083.216383	2.466235
2083.267418	0.000000
2083.318455	0.000000
2083.369494	0.000000
2083.420535	0.000000
2084.033172	0.000000
2084.084238	0.000000
2084.135305	0.000000
2084.186374	0.000000
2084.237445	0.251465
2084.288517	5.531564
2084.339592	11.281278
2084.390669	14.949698
2084.441747	13.982976
2084.492827	8.884752
2084.543910	1.918682
2084.594994	2.366330
2084.646080	8.877723
2084.697167	14.691123
2084.748257	16.786949
2084.799349	15.181514
2084.850442	10.519118
2084.901537	6.923614
2084.952635	23.910527
2085.003734	47.468270
2085.054835	62.628409
2085.105938	58.975627
2085.157042	40.413527
2085.208149	15.705540
2085.259257	10.378230
2085.310368	22.987999
2085.361480	36.039524
2085.412594	41.638812
2085.463710	33.560424
2085.514828	20.332972
2085.565948	6.980354
2085.617069	18.023427
2085.668193	32.365747
2085.719318	40.915603
2085.770445	38.468757
2085.821575	25.792969
2085.872706	9.775014
2085.923839	3.700497
2085.974973	7.456255
2086.026110	10.330626
2086.077249	10.480047
2086.128389	7.978829
2086.179531	3.848482
2086.230675	0.236818
2086.281822	5.083234
2086.332970	8.503722
2086.384119	10.096334
2086.435271	9.098373
2086.486425	6.118669
2086.537580	1.905804
2086.588738	0.000000
2086.639897	0.000000
2086.691058	0.000000
2086.742221	0.000000
2086.793386	0.000000
2086.844553	0.000000
2086.895721	0.089945
2086.946892	1.962047
2086.998064	3.816330
2087.049238	5.316296
2087.100415	6.779917
2087.151593	7.522491
2087.202773	8.202621
2087.253954	7.645336
2087.305138	7.044906
2087.356324	5.590343
2087.407511	4.104235
2087.458701	1.994425
2087.509892	0.000000
2087.561085	0.121165
2087.612280	2.582377
2087.663477	4.104488
2087.714676	4.572775
2087.765876	3.631845
2087.817079	1.916474
2087.868283	0.073806
2087.919490	1.627658
2087.970698	3.738370
2088.021908	5.486563
2088.073120	5.659663
2088.124334	4.119809
2088.175549	1.880530
2088.226767	0.000000
2088.277986	0.000000
2088.329208	0.000000
2088.380431	0.000000
2090.123144	0.000000
2090.174433	0.000000
2090.225725	0.000000
2090.277018	0.000000
2090.328313	0.093451
2090.379609	2.056087
2090.430908	5.099662
2090.482209	7.347334
2090.533511	9.521897
2090.584816	10.887380
2090.636122	10.512471
2090.687430	10.516358
2090.738740	11.147780
2090.790052	10.626790
2090.841366	9.638044
2090.892682	6.866421
2090.943999	3.043023
2090.995319	0.000000
2091.046640	0.000000
2091.097963	0.000000
2091.149289	0.000000
2091.200616	0.000000
2091.251945	0.000000
2091.303275	0.175405
2091.354608	3.746542
2091.405943	7.376105
2091.457279	9.101311
2091.508618	7.508140
2091.559958	3.779874
2091.611300	0.000000
2091.662644	0.000000
2091.713990	0.000000
2091.765338	0.000000
2091.816688	0.000000
2091.868039	0.000000
2091.919393	0.000000
2091.970748	0.084425
2092.022106	1.813844
2092.073465	3.875780
2092.124826	5.368966
2092.176189	5.345273
2092.227554	3.835780
2092.278921	1.800494
2092.330289	0.000000
2092.381660	0.000000
2092.433032	0.000000
2092.484406	0.000000
2092.535783	0.138811
2092.587161	2.967365
2092.638541	5.794343
2092.689923	8.588897
2092.741307	11.342807
2092.792692	13.307421
2092.844080	15.160964
2092.895469	15.182559
2092.946861	21.222210
2092.998254	24.168313
2093.049649	24.979585
2093.101046	21.053550
2093.152445	13.916512
2093.203846	9.915349
2093.255249	7.355058
2093.306653	11.373291
2093.358060	14.702749
2093.409468	15.748116
2093.460878	14.631045
2093.512291	12.491622
2093.563705	13.567243
2093.615121	12.113063
2093.666538	9.928884
2093.717958	7.563933
2093.769380	4.506792
2093.820803	1.242600
2093.872229	0.000000
2093.923656	0.000000
2093.975085	0.000000
2094.026517	0.000000
2095.570332	0.000000
2095.621822	0.000000
2095.673314	0.000000
2095.724808	0.000000
2095.776303	0.103998
2095.827801	2.315843
2095.879300	6.799336
2095.930801	9.074773
2095.982305	9.165908
2096.033810	7.201345
2096.085317	3.977607
2096.136826	2.421288
2096.188336	0.000000
2096.239849	0.000000
2096.291364	0.845135
2096.342880	17.827519
2096.394399	35.866681
2096.445919	45.781028
2096.497441	45.055781
2096.548965	32.626820
2096.600491	17.350795
2096.652019	38.383892
2096.703549	114.700886
2096.755080	179.689869
2096.806614	197.610129
2096.858150	158.349433
2096.909687	89.474792
2096.961226	47.804485
2097.012767	129.234361
2097.064311	238.369722
2097.115855	300.824210
2097.167402	264.596881
2097.218951	159.173757
2097.270502	46.062093
2097.322054	52.672093
2097.373609	175.625681
2097.425165	288.610635
2097.476724	311.700584
2097.528284	226.588171
2097.579846	104.149388
2097.631410	16.562453
2097.682976	59.154944
2097.734544	107.793849
2097.786113	136.170813
2097.837685	121.492971
2097.889258	79.849629
2097.940834	32.048126
2097.992411	30.520411
2098.043990	31.255219
2098.095571	30.319369
2098.147154	23.241204
2098.198739	13.168646
2098.250326	6.461976
2098.301915	3.149464
2098.353506	2.874999
2098.405098	3.494644
2098.456693	5.250726
2098.508289	5.439099
2098.559887	3.948304
2098.611487	1.930645
2098.663089	1.332792
2098.714693	2.598509
2098.766299	3.912701
2098.817907	7.330124
2098.869516	9.968196
2098.921128	11.942520
2098.972742	11.452929
2099.024357	9.450385
2099.075974	7.278824
2099.127593	5.822212
2099.179214	5.397051
2099.230837	4.981697
2099.282462	5.948220
2099.334089	6.866401
2099.385718	6.874336
2099.437348	6.832086
2099.488981	5.845602
2099.540615	3.822205
2099.592252	0.000000
2099.643890	0.092479
2099.695530	2.028514
2099.747172	5.789838
2099.798816	8.841835
2099.850462	10.912672
2099.902110	10.843169
2099.953759	9.847380
2100.005411	6.897690
2100.057064	6.166166
2100.108720	4.702497
2100.160377	3.228714
2100.212036	1.565265
2100.263697	0.000000
2100.315360	0.000000
2100.367025	0.131990
2100.418692	2.674986
2100.470361	4.205383
2100.522031	4.890653
2100.573704	4.173776
2100.625378	2.410103
2100.677054	0.000000
2100.728733	0.000000
2100.780413	0.088373
2100.832095	1.843951
2100.883779	3.567332
2100.935465	4.822879
2100.987153	8.621966
2101.038842	10.926772
2101.090534	11.846031
2101.142227	9.881692
2101.193923	6.947603
2101.245620	3.840640
2101.297319	2.539110
2101.349020	1.231039
2101.400723	0.068003
2101.452428	1.409850
2101.504135	2.833564
2101.555844	5.789329
2101.607555	8.707668
2101.659267	10.923265
2101.710982	13.074382
2101.762698	14.016647
2101.814417	14.861565
2101.866137	13.883280
2101.917859	12.831710
2101.969583	10.408904
2102.021309	7.971891
2102.073037	5.270615
2102.124766	2.646240
2102.176498	1.288212
2102.228232	0.000000
2102.279967	0.000000
2102.331705	0.000000
2102.383444	0.000000
2102.745673	0.000000
2102.797427	0.000000
2102.849184	0.000000
2102.900942	0.000000
2102.952703	0.123634
2103.004465	2.523217
2103.056229	4.701691
2103.107995	5.796700
2103.159763	5.006138
2103.211533	2.848431
2103.263305	0.000000
2103.315078	0.000000
2103.366854	0.000000
2103.418632	0.000000
2103.470411	0.000000
2103.522192	0.000000
2103.573976	0.000000
2103.625761	0.000000
2103.677548	0.110323
2103.729337	2.270243
2103.781128	4.380791
2103.832921	5.572747
2103.884715	6.717013
2103.936512	6.974656
2103.988311	7.175466
2104.040111	6.320552
2104.091913	5.437465
2104.143718	4.031704
2104.195524	2.628683
2104.247332	1.277452
2104.299142	0.000000
2104.350954	0.000000
2104.402768	0.000000
2104.454584	0.000000
2104.661866	0.000000
2104.713692	0.000000
2104.765519	0.000000
2104.817348	0.000000
2104.869179	0.095259
2104.921012	1.945489
2104.972847	3.739116
2105.024684	4.537752
2105.076523	3.711520
2105.128363	1.879834
2105.180206	0.000000
2105.232050	0.000000
2105.283897	0.095029
2105.335745	1.934598
2105.387595	3.651076
2105.439448	4.349925
2105.491302	3.521800
2105.543158	1.775972
2105.595016	0.000000
2105.646875	0.000000
2105.698737	0.000000
2105.750601	0.000000
2106.580680	0.000000
2106.632576	0.000000
2106.684475	0.000000
2106.736375	0.000000
2106.788277	0.092476
2106.840181	1.883327
2106.892086	3.643159
2106.943994	4.832198
2106.995904	5.979691
2107.047815	6.363554
2107.099729	6.691339
2107.151644	5.989246
2107.203562	5.256530
2107.255481	3.962069
2107.307402	2.663661
2107.359325	1.293618
2107.411250	0.000000
2107.463177	0.000000
2107.515106	0.095017
2107.567037	1.910093
2107.618970	3.569676
2107.670904	4.621247
2107.722841	4.379512
2107.774779	2.904297
2107.826720	0.000000
2107.878662	0.000000
2107.930606	0.000000
2107.982552	0.000000
2109.385824	0.000000
2109.437824	0.000000
2109.489826	0.000000
2109.541830	0.000000
2109.593836	0.167971
2109.645843	3.277376
2109.697853	4.498326
2109.749864	4.618799
2109.801878	3.528364
2109.853893	1.853727
2109.905910	0.000000
2109.957929	0.000000
2110.009951	0.000000
2110.061974	0.000000
2110.738448	0.000000
2110.790498	0.000000
2110.842550	0.000000
2110.894604	0.000000
2110.946659	0.128428
2110.998717	2.543667
2111.050777	4.411795
2111.102838	5.417082
2111.154902	4.844887
2111.206967	2.966220
2111.259034	0.000000
2111.311104	0.000000
2111.363175	0.000000
2111.415248	0.000000
2111.936085	0.000000
2111.988179	0.000000
2112.040275	0.000000
2112.092373	0.000000
2112.144473	0.087558
2112.196575	1.774460
2112.248679	3.935474
2112.300785	5.485987
2112.352893	5.137804
2112.405002	3.278200
2112.457114	3.362768
2112.509228	5.869412
2112.561343	7.227878
2112.613460	6.448670
2112.665580	4.164003
2112.717701	3.207480
2112.769824	3.857622
2112.821949	4.781218
2112.874076	3.572300
2112.926205	1.413496
2112.978336	0.000000
2113.030469	0.000000
2113.082604	0.000000
2113.134741	0.000000
2116.789110	0.000000
2116.841384	0.000000
2116.893660	0.000000
2116.945938	0.000000
2116.998218	0.082480
2117.050499	1.625174
2117.102783	3.138421
2117.155069	4.129429
2117.207356	5.085177
2117.259645	5.416194
2117.311937	5.702608
2117.364230	5.199401
2117.416525	4.757573
2117.468823	5.401774
2117.521122	6.230083
2117.573423	6.211985
2117.625726	4.871567
2117.678031	3.451155
2117.730338	1.616455
2117.782646	0.000000
2117.834957	0.000000
2117.887270	0.000000
2117.939584	0.221241
2117.991901	4.267476
2118.044220	7.228401
2118.096540	8.434735
2118.148862	7.160166
2118.201187	4.133688
2118.253513	0.118935
2118.305841	2.404560
2118.358171	6.131530
2118.410503	11.003464
2118.462837	12.462180
2118.515173	10.359828
2118.567511	5.443416
2118.619851	1.740795
2118.672193	0.116234
2118.724536	2.243520
2118.776882	3.827217
2118.829230	4.267566
2118.881579	3.294981
2118.933931	1.614648
2118.986284	0.000000
2119.038639	0.000000
2119.090997	0.000000
2119.143356	0.000000
2119.509925	0.000000
2119.562300	0.000000
2119.614676	0.000000
2119.667055	0.000000
2119.719436	0.085183
2119.771818	1.664088
2119.824203	3.307190
2119.876589	6.081274
2119.928977	8.786989
2119.981368	10.289924
2120.033760	11.701130
2120.086154	11.500775
2120.138550	11.213921
2120.190948	9.407562
2120.243348	7.570432
2120.295750	5.193083
2120.348154	2.872123
2120.400560	1.394929
2120.452968	0.079222
2120.505377	1.550043
2120.557789	2.997265
2120.610203	4.029078
2120.662618	5.026428
2120.715036	5.417876
2120.767455	5.759044
2120.819877	5.216990
2120.872300	4.643250
2120.924725	3.513459
2120.977152	2.378532
2121.029581	1.154136
2121.082013	0.000000
2121.134446	0.000000
2121.186881	0.000000
2121.239318	0.000000
2122.655850	0.000000
2122.708341	0.000000
2122.760835	0.000000
2122.813330	0.000000
2122.865827	0.152856
2122.918326	2.899777
2122.970828	4.772120
2123.023331	5.799013
2123.075836	5.394329
2123.128343	3.767819
2123.180852	1.957600
2123.233363	3.264025
2123.285875	4.826381
2123.338390	5.162377
2123.390907	4.152286
2123.443426	2.453749
2123.495946	0.000000
2123.548469	0.000000
2123.600993	0.000000
2123.653520	0.000000
2123.706048	0.000000
2123.758579	0.000000
2123.811111	0.000000
2123.863645	0.000000
